id	term	count
1791	multi-class	14
1792	enhances	14
1793	malay	14
1794	beiesp	14
1795	want	14
1796	bioinformatics	14
1797	emphasis	14
1798	cross-domain	14
1799	climate	14
1800	age	14
1801	emergence	14
1802	bank	14
1803	count	14
1804	piece	14
1805	multimedia	14
1806	domain-independent	14
1807	renewable	14
1808	editor	14
1809	uncover	13
1810	faculty	13
1811	attracted	13
1812	dedicated	13
1813	intervention	13
1814	seen	13
1815	intensive	13
1816	summarizing	13
1817	easier	13
1818	proposing	13
1819	see	13
1820	flexible	13
1821	conducting	13
1822	high-dimensional	13
1823	optimize	13
1824	bilstm	13
1825	too	13
1826	carry	13
1827	informa	13
1828	weakness	13
1829	boosting	13
1830	reduced	13
1831	supervision	13
1832	producing	13
1833	ten	13
1834	bring	13
1835	in-depth	13
1836	tend	13
1837	assistance	13
1838	manager	13
1839	percent	13
1840	corpus-based	13
1841	determines	13
1842	extractive	13
1843	trec	13
1844	enhancing	13
1845	utility	13
1846	john	13
1847	lab	13
1848	quantify	13
1849	informal	13
1850	entry	13
1851	identifier	13
1852	ratio	13
1853	proven	13
1854	drawn	13
1855	light	13
1856	occurred	13
1857	health-related	13
1858	statistically	13
1859	semeval	13
1860	suicide	13
1861	least	13
1862	morphology	13
1863	acquire	13
1864	everyday	13
1865	clustered	13
1866	faster	13
1867	snippet	13
1868	swiss	13
1869	xml	13
1870	bayesian	13
1871	virtual	13
1872	request	13
1873	foreign	13
1874	correction	13
1875	characterization	13
1876	affix	13
1877	agent	13
1878	execution	13
1879	profiling	13
1880	encouraging	13
1881	led	13
1882	captured	13
1883	rough	13
1884	crfs	13
1885	real-life	13
1886	fashion	13
1887	speculation	13
1888	querying	13
1889	generalized	13
1890	adopting	12
1891	questionnaire	12
1892	substantial	12
1893	acquiring	12
1894	navigation	12
1895	identity	12
1896	meanwhile	12
1897	resolving	12
1898	et	12
1899	al	12
1900	enrichment	12
1901	recognized	12
1902	keep	12
1903	shopping	12
1904	maintain	12
1905	limit	12
1906	discrimination	12
1907	approximate	12
1908	reporting	12
1909	long-term	12
1910	poor	12
1911	template	12
1912	indicates	12
1913	post-processing	12
1914	party	12
1915	meeting	12
1916	lsi	12
1917	affected	12
1918	experimentation	12
1919	achievement	12
1920	summarizer	12
1921	attract	12
1922	high-quality	12
1923	worldwide	12
1924	transforming	12
1925	son	12
1926	figure	12
1927	overlapping	12
1928	explain	12
1929	arbitrary	12
1930	lower	12
1931	clearly	12
1932	indicated	12
1933	hadith	12
1934	korea	12
1935	archive	12
1936	confirmed	12
1937	redundancy	12
1938	principal	12
1939	encoded	12
1940	giving	12
1941	expensive	12
1942	de	12
1943	framing	12
1944	highlighting	12
1945	actually	12
1946	advancement	12
1947	absolute	12
1948	operator	12
1949	open-source	12
1950	static	12
1951	asset	12
1952	impossible	12
1953	submission	12
1954	thematic	12
1955	facility	12
1956	plan	12
1957	assignment	12
1958	master	12
1959	plain	12
1960	conversion	12
1961	down	12
1962	pathway	12
1963	tuning	12
1964	mass	12
1965	distant	12
1966	removing	12
1967	utilization	12
1968	formula	12
1969	looking	12
1970	designer	12
1971	remove	12
1972	spelling	12
1973	parse	12
1974	ambpm	12
1975	gather	12
1976	screening	12
1977	mood	12
1978	extent	12
1979	old	12
1980	inside	12
1981	maker	12
1982	helping	12
1983	comprises	12
1984	ensure	12
1985	opinionated	12
1986	native	12
1987	vietnamese	12
1988	transport	12
1989	music	12
1990	mutation	12
1991	aiming	12
1992	strongly	12
1993	tv	12
1994	seller	12
1995	dream	12
1996	rlsi	12
1997	transformed	11
1998	diagnostic	11
1999	depth	11
2000	perceived	11
2001	option	11
2002	enabling	11
2003	leveraging	11
2004	connection	11
2005	consumption	11
2006	relating	11
2007	interdisciplinary	11
2008	germany	11
2009	relational	11
2010	realize	11
2011	greatly	11
2012	depend	11
2013	picture	11
2014	free-text	11
2015	estimated	11
2016	forecast	11
2017	merging	11
2018	updated	11
2019	trust	11
2020	iterative	11
2021	covering	11
2022	existence	11
2023	dependent	11
2024	consuming	11
2025	distributional	11
2026	likely	11
2027	elimination	11
2028	ticket	11
2029	non-english	11
2030	summarizers	11
2031	bridge	11
2032	confirm	11
2033	complaint	11
2034	hold	11
2035	incident	11
2036	entailment	11
2037	remarkable	11
2038	selects	11
2039	referred	11
2040	follow	11
2041	display	11
2042	involve	11
2043	dynamically	11
2044	agreement	11
2045	subsequent	11
2046	extra	11
2047	threat	11
2048	cope	11
2049	discrete	11
2050	trigram	11
2051	york	11
2052	choose	11
2053	tendency	11
2054	incomplete	11
2055	primarily	11
2056	categorizing	11
2057	gathered	11
2058	general-purpose	11
2059	e-learning	11
2060	solely	11
2061	constitute	11
2062	occurring	11
2063	advent	11
2064	establish	11
2065	exclusive	11
2066	inclusion	11
2067	positively	11
2068	biocreative	11
2069	audio	11
2070	heading	11
2071	abstraction	11
2072	li	11
2073	control	11
2074	inderscience	11
2075	behaviour	11
2076	body	11
2077	specie	11
2078	argue	11
2079	exists	11
2080	alleviate	11
2081	experimentally	11
2082	aggregated	11
2083	rare	11
2084	trajectory	11
2085	satisfy	11
2086	mode	11
2087	check	11
2088	medication	11
2089	phenotype	11
2090	annotate	11
2091	purchase	11
2092	discharge	11
2093	feed	11
2094	minute	11
2095	self-organizing	11
2096	ad-hoc	11
2097	deliver	11
2098	disclosure	11
2099	swedish	11
2100	true	11
2101	microblogging	11
2102	blogger	11
2103	organize	10
2104	categorize	10
2105	tf	10
2106	maintaining	10
2107	dissemination	10
2108	quick	10
2109	politics	10
2110	priority	10
2111	travel	10
2112	data-driven	10
2113	characterized	10
2114	court	10
2115	color	10
2116	medicinal	10
2117	plant	10
2118	semantic-based	10
2119	indeed	10
2120	methodological	10
2121	grown	10
2122	obtains	10
2123	vote	10
2124	manufacturer	10
2125	eventually	10
2126	defining	10
2127	discriminative	10
2128	predicts	10
2129	chosen	10
2130	accomplish	10
2131	independence	10
2132	ibm	10
2133	fraudulent	10
2134	singular	10
2135	exploratory	10
2136	capturing	10
2137	designing	10
2138	low-dimensional	10
2139	psychology	10
2140	animal	10
2141	projection	10
2142	unfortunately	10
2143	reaching	10
2144	reflecting	10
2145	visualizing	10
2146	interpretability	10
2147	simulation	10
2148	transformer	10
2149	slang	10
2150	translating	10
2151	changed	10
2152	expanding	10
2153	korean	10
2154	benchmarking	10
2155	stanford	10
2156	two-stage	10
2157	woman	10
2158	flow	10
2159	audience	10
2160	dominant	10
2161	teacher	10
2162	campaign	10
2163	stated	10
2164	cc	10
2165	lyric	10
2166	greek	10
2167	language-independent	10
2168	incorrect	10
2169	negated	10
2170	routine	10
2171	consequence	10
2172	hot	10
2173	competitor	10
2174	continuously	10
2175	shortcoming	10
2176	spread	10
2177	exact	10
2178	phone	10
2179	publisher	10
2180	prepared	10
2181	extreme	10
2182	prevent	10
2183	estimating	10
2184	annotator	10
2185	judge	10
2186	initially	10
2187	clean	10
2188	originating	10
2189	computes	10
2190	subtasks	10
2191	intensity	10
2192	physician	10
2193	inconsistency	10
2194	nested	10
2195	two-step	10
2196	translate	10
2197	restriction	10
2198	informed	10
2199	dialect	10
2200	capacity	10
2201	concise	10
2202	predictor	10
2203	briefly	10
2204	desirable	10
2205	school	10
2206	exhibit	10
2207	annual	10
2208	collocation	10
2209	manage	10
2210	overlap	10
2211	scoping	10
2212	later	10
2213	analytic	10
2214	behavioral	10
2215	back	10
2216	preserving	10
2217	collecting	10
2218	economy	10
2219	substance	10
2220	abnormal	10
2221	discriminant	10
2222	ohsumed	10
2223	advertisement	10
2224	bi	10
2225	curriculum	10
2226	consistent	10
2227	intuitive	10
2228	replacement	10
2229	engagement	10
2230	multivariate	10
2231	promise	10
2232	multidimensional	10
2233	oxford	10
2234	complementary	10
2235	tourist	10
2236	electronics	10
2237	itemsets	10
2238	multi-domain	10
2239	adapting	10
2240	judgement	10
2241	suited	10
2242	appear	10
2243	brings	10
2244	actor	10
2245	personalization	10
2246	road	10
2247	oil	10
2248	intermediate	10
2249	interoperability	10
2250	anomaly	10
2251	so-called	10
2252	accounting	10
2253	co-reference	10
2254	dissimilarity	10
2255	obesity	10
2256	advertising	10
2257	gloss	10
2258	transliteration	10
2259	demonstrating	9
2260	barrier	9
2261	thorough	9
2262	summarisation	9
2263	keeping	9
2264	delivery	9
2265	cl-scisumm	9
2266	browsing	9
2267	encode	9
2268	infectious	9
2269	understood	9
2270	exploitation	9
2271	aspect-based	9
2272	prof	9
2273	overcoming	9
2274	interact	9
2275	necessity	9
2276	elmo	9
2277	downloaded	9
2278	fed	9
2279	visibility	9
2280	carefully	9
2281	gradient	9
2282	min	9
2283	workload	9
2284	calculates	9
2285	costly	9
2286	word-level	9
2287	sentence-level	9
2288	reuters	9
2289	fraud	9
2290	regardless	9
2291	outline	9
2292	evaluates	9
2293	non-negative	9
2294	former	9
2295	longer	9
2296	obvious	9
2297	predicted	9
2298	approximately	9
2299	nearest	9
2300	missing	9
2301	yelp	9
2302	sparseness	9
2303	timeline	9
2304	repurposing	9
2305	rise	9
2306	vehicle	9
2307	automobile	9
2308	voice	9
2309	look	9
2310	convergence	9
2311	fold	9
2312	translated	9
2313	motivated	9
2314	gazetteer	9
2315	quantitatively	9
2316	redundant	9
2317	unknown	9
2318	distinctive	9
2319	generalization	9
2320	smaller	9
2321	deviation	9
2322	computationally	9
2323	religious	9
2324	equivalent	9
2325	cv	9
2326	allowed	9
2327	app	9
2328	visualize	9
2329	consistently	9
2330	correlate	9
2331	exponentially	9
2332	physical	9
2333	bi-lstm	9
2334	earlier	9
2335	partition	9
2336	high-level	9
2337	facing	9
2338	examination	9
2339	superiority	9
2340	storage	9
2341	consist	9
2342	inferred	9
2343	nine	9
2344	operate	9
2345	contextualization	9
2346	named-entity	9
2347	analysed	9
2348	brazilian	9
2349	vision	9
2350	probable	9
2351	viewing	9
2352	thing	9
2353	centroid	9
2354	recorded	9
2355	mesh	9
2356	systematically	9
2357	jointly	9
2358	citizen	9
2359	false	9
2360	italian	9
2361	held	9
2362	neither	9
2363	spoken	9
2364	toolkit	9
2365	slightly	9
2366	european	9
2367	cyberbullying	9
2368	investment	9
2369	australian	9
2370	utterance	9
2371	portfolio	9
2372	reflects	9
2373	cache	9
2374	insufficient	9
2375	genomic	9
2376	agenda	9
2377	keyword-based	9
2378	user-friendly	9
2379	serf	9
2380	retention	9
2381	logical	9
2382	thai	9
2383	interconnected	9
2384	corporation	9
2385	lacking	9
2386	accessing	9
2387	pseudo	9
2388	curve	9
2389	classic	9
2390	ever	9
2391	game	9
2392	specificity	9
2393	pc	9
2394	excellent	9
2395	prevention	9
2396	river	9
2397	bay	9
2398	syntactical	9
2399	ca	9
2400	jatit	9
2401	lls	9
2402	rarely	9
2403	factual	9
2404	regulatory	9
2405	extending	9
2406	java	9
2407	formation	9
2408	assume	9
2409	smoothing	9
2410	thread	9
2411	linkage	9
2412	messaging	9
2413	sensing	9
2414	refer	9
2415	organism	9
2416	sometimes	9
2417	descriptive	9
2418	biodiversity	9
2419	cr	9
2420	sect	9
2421	degext	9
2422	distinguish	8
2423	normal	8
2424	auc	8
2425	forward	8
2426	idf	8
2427	spite	8
2428	panel	8
2429	graphic	8
2430	ned	8
2431	expand	8
2432	labor	8
2433	lemmatization	8
2434	restaurant	8
2435	reasonably	8
2436	branch	8
2437	setup	8
2438	wealth	8
2439	herein	8
2440	multinomial	8
2441	pattern-based	8
2442	lookup	8
2443	solid	8
2444	network-based	8
2445	multi-level	8
2446	assessed	8
2447	promote	8
2448	cner	8
2449	bilstm-crf	8
2450	bad	8
2451	augment	8
2452	initiative	8
2453	duplicate	8
2454	stochastic	8
2455	started	8
2456	going	8
2457	aggregate	8
2458	gi	8
2459	neighbour	8
2460	prevalent	8
2461	academy	8
2462	hashtags	8
2463	pay	8
2464	implied	8
2465	merged	8
2466	strategic	8
2467	acrank	8
2468	expanded	8
2469	confidence	8
2470	remaining	8
2471	quantification	8
2472	url	8
2473	ground	8
2474	choosing	8
2475	inherent	8
2476	sufficiently	8
2477	aforementioned	8
2478	adaptation	8
2479	adopts	8
2480	phrase-based	8
2481	extends	8
2482	requiring	8
2483	closely	8
2484	indicating	8
2485	simply	8
2486	widespread	8
2487	released	8
2488	suffix	8
2489	morpheme	8
2490	got	8
2491	surveillance	8
2492	recruitment	8
2493	deriving	8
2494	categorical	8
2495	constant	8
2496	weak	8
2497	commerce	8
2498	concluded	8
2499	russian	8
2500	reality	8
2501	leader	8
2502	follows	8
2503	hoc	8
2504	bulk	8
2505	oncology	8
2506	participating	8
2507	cascade	8
2508	topic-based	8
2509	devise	8
2510	interactively	8
2511	github	8
2512	aspect-level	8
2513	natural-language	8
2514	end-to-end	8
2515	gaining	8
2516	forensic	8
2517	universal	8
2518	precisely	8
2519	hundred	8
2520	encoder	8
2521	ease	8
2522	cleaning	8
2523	structuring	8
2524	enriched	8
2525	belonging	8
2526	randomly	8
2527	short-text	8
2528	sensitivity	8
2529	labelled	8
2530	pagerank	8
2531	matter	8
2532	evolved	8
2533	yahoo	8
2534	importantly	8
2535	crowdsourcing	8
2536	largest	8
2537	avenue	8
2538	implicitly	8
2539	helpfulness	8
2540	silver	8
2541	assigns	8
2542	balanced	8
2543	transaction	8
2544	conceptualization	8
2545	boost	8
2546	united	8
2547	possibly	8
2548	compression	8
2549	grows	8
2550	appraisal	8
2551	algebraic	8
2552	camera	8
2553	regarded	8
2554	ewom	8
2555	heavily	8
2556	e-mail	8
2557	fund	8
2558	discovers	8
2559	genia	8
2560	short-texts	8
2561	famous	8
2562	unseen	8
2563	venue	8
2564	emrs	8
2565	detects	8
2566	near	8
2567	infix	8
2568	nb	8
2569	annotating	8
2570	weakly	8
2571	partner	8
2572	swarm	8
2573	client	8
2574	predicate	8
2575	question-answering	8
2576	expectation	8
2577	matched	8
2578	child	8
2579	crawling	8
2580	calculating	8
2581	persian	8
2582	devised	8
2583	visit	8
2584	collectively	8
2585	necessarily	8
2586	box	8
2587	mitigate	8
2588	credit	8
2589	receive	8
2590	fbowc	8
2591	composite	8
2592	protein-protein	8
2593	membership	8
2594	propagation	8
2595	write	8
2596	custom	8
2597	peer	8
2598	ke	8
2599	expressing	8
2600	arm	8
2601	worker	8
2602	synonymy	8
2603	likelihood	8
2604	triplet	8
2605	md	8
2606	kea	8
2607	rgd	8
2608	listener	8
2609	acknowledgment	8
2610	agile	8
2611	cosmic	8
2612	goweb	8
2613	fill	7
